,NU_INSCRICAO,NU_NOTA_MT
141,1b569248445c52edb114e326e66110018229b00d,431.76199999999983
142,53f72aae18be71e50123aede98c2286902d40ef5,445.284
143,f4312979d3a9245a11686e74552a2f235425c8ed,504.52800000000025
144,b4a0df58cade1c3467b12052df84b1f64d6aa605,465.9820000000004
145,8144886bbb1baf3730b177ac63e36f654716e8a4,474.5849999999999
146,a5c056dd012783bc35e17f7687aaaec2c56f2dd0,509.8719999999999
147,e3f149e277ebf61924972fe87fa4ee816950f493,422.8030000000001
148,e9ee228cf82265126b0a218a6ad0d4515f9e3576,466.07400000000007
149,a5f4a62d6ed268da4ae565effbde9e65278253cb,0.0
150,66bdd2f12b50c2fcf0f3813350b0fc0040b1af9e,517.554
151,d0573631ad8f7665d389f30949fa604a1c17185c,432.059
152,acd871097b033a83ee458aaee2c66d5bc395027e,421.74299999999994
153,47711503c2d6694a7e37ad8ac91f7d3df30d7dec,0.0
154,056f5b129ee281a862945f4d05e57d909c84de44,479.2329999999999
155,b0d94e0a86684b316989083d8e581d064413fe59,573.326
156,893b891eb70050641ff46e20d9cd7412a74154cd,441.9729999999998
157,8bfbb04267b3a22be2aa4c532561ef0ade2c63f8,458.80600000000004
158,ff42818829a5fdb786e58b4a8799183c97cd005e,404.105
159,0d82ebb403cc907b042ba68583db34cf91381eac,447.412
160,a90dcc63e4edaf1a6bfefc1e75989fab0440d3ce,497.81199999999995
161,85e31040cf18996a726aee2d2a01578d6ef5f1cd,432.0439999999999
162,6d1b4e3811f2f5a30453c844ae4bdcb65deb8e4e,0.0
163,346b0c0a61fea016a8126f0e5e8939eb3232ba1e,0.0
164,87d0b611ce5547590bcae08369197339ad32afc5,441.12800000000004
165,7d7b7990763af03f52a68e30ca6f11b8d7c2ce05,410.349
166,a4597468a677a40f5f065610aa28fcc2c3838ebd,0.0
167,125c45ac026f83535195ece61d2fcbd7d7aaaae0,414.93200000000013
168,369caf36ae09bab2f650ee73f4e2f5ca4b51500a,0.0
169,59dbe08f54be241885399789426c1fbcb6ed0867,493.723
170,6e8a48f942f8c2cc1f05482c16d28a31d987c5a0,454.901
171,dc9f3909aa84b1271eb1dc6dec088b9bfbf75587,0.0
172,5fad4c8c56dfdf6e7800a3ba5eae6de2bd459b67,439.09099999999984
173,58033f875506d9f62ff23032e495cb75a2daf257,434.68500000000006
174,eb10fc96135fd7cd1d7c876451a062bde07051ae,0.0
175,ce187976d244a123743fb09b950cf49b12b2b679,0.0
176,e482d33b95a968e47e8a52f73def5b7a98ce7d9a,514.3259999999999
177,f60f16f31f37449eb3b002aac4db0fbde2d2b33a,0.0
178,3470b3bb5604291e07897afb918534cd5d386364,520.5980000000003
179,67b08e14867ede6e7fe33926ceb9161f7e0c66ae,417.916
180,9bb4a12e59f092a266e1af079746049299fdae88,450.8909999999999
181,b6c3bebd9592aeb68454400d66770c1dc36b617f,463.10200000000003
182,08818ae315fbb1a1c9c50a007d872cb72278463e,504.9789999999999
183,a40af8a0f8734b5be92ba7f16dd72f3ddbc05c7b,0.0
184,44655faaf1acb01e9fc70ad6b77ad0239c5fef56,527.4220000000001
185,95451722fb1b782909b3df3ffc703a88fb12b313,433.96900000000016
186,63dc1b437d96b6a146d210aa8f972b832410e224,465.9319999999999
187,67496ec5a22717043ce613cce28c2d5b02be2ef7,562.354
188,0b0b7a416cc00e5a031c9bdda7719527ce357d61,0.0
189,4071da9a69ce04ef14cdb5d0b9e840480c932f65,431.802
190,fb77ea2ffa52dc5de58eec2ebc3918f490ee2504,472.8539999999999
191,6e08cac7305ff64156eeaa72b68942d09ff93082,465.295
192,910791ec7430d6c0dc5d458a3ee45d039f4d8df5,439.69700000000006
193,6463d23951a4a7b6649ef55fb009620e28d40add,411.44799999999975
194,5359abb5e689d8cf4309fb4fa9a53eace6c3af7d,526.687
195,39defe35bd14c3553f6328660944e33b0ed63bfb,507.0219999999999
196,ba06b50e2e3ca0c04af62bd7f270f625d66bf99e,0.0
197,49a2f83a9a5a13127f13f8a36e3670d522ea12e0,503.4470000000003
198,c766dba145ea799e135e91fbfbd0d6bbbc9efb2f,439.79599999999976
199,b788a1168ae30ef2e7f47b81bd2e09ff2a4772a9,624.1139999999999
200,423f663aaee77c38e58585eed1d6164b18dae6a9,445.9129999999998
201,a37041fe535e08c231eec6123adcb360bec38dc3,0.0
202,61a424fee2d81fec9768fe7abbd8878a7507349e,564.288
203,7297c5cec48d58af05072b3e08162279b4d84893,0.0
204,c3f2d9b6fbddfc7deb60e585550b5769bb84155d,448.7569999999999
205,8e71edced750c85206ab24012602994cf8140059,0.0
206,df3337f202feb4e25f9037e025a00dc1da944a80,464.40200000000004
207,982d23fda111c3cd84f162b83df3c3a7256ea0a8,0.0
208,e2a4c390f30c56e9a345732a7ca8104f27e14572,0.0
209,fa96320abd17f81bd704521f2fdc09702abae976,0.0
210,0509ef3abb62120a9391fd4fc1c92ffe3710b517,472.24499999999983
211,ef0f02e5a1e84942b54681be04e52a8674f1deaa,429.68599999999975
212,c791bda7a631497bafbe7e2e07877ecf160304b3,421.14300000000003
213,9a51b87424facc3b25f74f90e61e8eac980989ab,473.95
214,8fde64a7e331806df71e2596ff2f31497ca78c11,0.0
215,935dc60b90aa6c8fec5b2ef1c077e20a80b22281,475.05400000000014
216,0e25c18ed0963e310cddefbe4108979d90de7cde,0.0
217,c9cc22f1eaebbcca77c6bb957025e06140e5e66e,0.0
218,7412efb0d0534ded282ce1c9a88af54e0f36644a,422.52
219,a317a600ba63341955c268d0265811e0c3dd20b4,0.0
220,013aec9f853e85d9125afe09d4b7da26d7a1e24d,521.7570000000001
221,96c66b6fc92ae61270db0ef1da346eca6cf54130,433.01199999999983
222,7346c03052846aa78675d7564013e0e959ab38cf,495.584
223,bbc6dd9a5f9ea38a105623c1fcefc4134ff924bb,553.0779999999999
224,fbcb0c5858209a6c1dfe9f39ac6e3de3921c7ad8,426.62800000000004
225,a5cde16bee45b732e31c8c55b2fec1b79ff97046,454.008
226,d40fd9c5076e9e3e181bf2e5dafaebea38783122,0.0
227,64a8625af4fb1714805c4634f669fb17ad67310d,525.8240000000004
228,bc74e294b8d0745d3316d18ed9b84ae852cfcc4b,441.47299999999973
229,631cbb3274685fd161978d39c814bbf613179ebb,443.19700000000006
230,331c6c1f7f917784cad0f75120e892fa61296e5f,472.147
231,b4a02129a2eb2e48caeb8ee1f90e6edd20e47e90,0.0
232,dd613c57f86bb9ed90f1859eb25ec8385a9222de,423.647
233,613ecb6c0cdd09672c811fa06948a5d3a4b04cc7,402.0229999999999
234,fd01057f860dd501429e3fa05a345cf0941e1782,472.20099999999996
235,5d6120142a65f758b1378db4e0175176746f9b47,465.8189999999998
236,a79131b85ffd8fdb7990836680caf5ef1b1bc137,430.05000000000007
237,e956cf0f82a12a3291a034ba31e4e8d119509011,0.0
238,a9440d9cf9fdfb36eef43048e47442cce8d2bfcc,436.662
239,86d196a219cae0044d965f6341c3ac1f2bf69160,433.35099999999983
240,50658f747ae7bf59db92f743b02abde5a78d2d37,461.69800000000015
241,fee82fb15bfcf8a1460da7284b27693af1b3c7c6,714.7979999999999
242,178e54e0c2c843aab3cfacfdf64d9a4ff9ab7f6a,457.0670000000002
243,8574358c516e58f620c8063cb0a6f86ed4e896a9,494.07199999999995
244,435c46251799dec015a57481036758c028791464,431.7869999999999
245,2ee7a82aef624c761dfae25a2ee5d4b552fd91f2,459.86200000000014
246,ae4c61f34afd8b719837177d0854ba0a210da3db,486.21899999999994
247,a044a1e547dad90f8608df7afd576a207c4001cd,0.0
248,1eed09ac852ef6ec407945f666b29d8fbc9b0d99,430.366
249,6841ec4a9efdcc54c0394357ec15a04618ec4d1d,447.37699999999995
250,1d709f367867af30acd11e992b6b6770b0a8faff,460.65600000000006
251,22f0f2792921dfd35360d9e91ac16dde2890d83c,426.3
252,ef011621482a9dee851c4ff350a276cbb7314cb4,428.1320000000003
253,a12c2c73d4ecbe11133723153943707ebd647c22,450.505
254,dd99aeae121391e0ddda912def34d3e98093ec78,414.7730000000002
255,644d571686fd5e9d84db086b287a01d2ab7f35d3,591.88
256,41ddda1e529dc0f4b7065dbb8b0ef5c2c8167689,435.98299999999983
257,cb54d1379bd45cde03b82f65905bbf84abd3baaf,571.2740000000001
258,da9217de5e24da3242e2192fc0e32128ae0ee669,414.328
259,cbebe25286f6785db241013338efe8ced4427f3b,0.0
260,a91cf55c506b57307a93e54c0e2bed3f889aec31,0.0
261,a1ab89a45a967e8460f3fcca4bc7aad54df3f10a,0.0
262,41f626a0c8b1acb4ef99d18435b02314f22e36f1,549.0829999999999
263,f9e84e5d4c05d430d3046cd48ea466c9e4b51e3a,0.0
264,cfeb4d4e13d8c174aa286b750b46d929be83fec7,0.0
265,5acc586e0252b7837e16e7cfb9eb2c40d85572df,437.085
266,4917b708ea37473fab545cb80feda87bee2f7020,0.0
267,2b2c7754e0b1a7cad1a420939104bf18bf7c311f,445.361
268,bf5a5d5f5b89cf2e081bd3dc5cf3692c1291c904,0.0
269,f49f7f2e0d78bcdb84ce69e01fadffb6e9ff6820,416.9990000000001
270,679e261a8f58126bc51f9a2c8f35211535971fd5,459.1410000000001
271,2abd4f6c3caa0744057a073263caa9fd980e86dc,426.31399999999996
272,3aaaf07bb210d7bf8c0514a679d7023b4cf70e90,412.7819999999998
273,0dcf0661772b27e3c27b47c8b49b10873a885bc9,431.2819999999998
274,0243ca0a9fb9c73ec70af7426a672b4f82e285d0,0.0
275,d32ba56d7e4a737b9dc6bc9aaabe0877c7aa6351,0.0
276,64910b7de826e43e06efb5189d2121fc1c7b89a3,0.0
277,f9b0df23ba93f29c3a4a288cfa118a6ebbfba238,0.0
278,df429919634724ded011840e9ed123a64bfddc51,500.1719999999998
279,ad5629145416eb13c028f552f7c73842b1b518eb,404.26099999999974
280,b8511161ed92ac59f3f68ea56dd6e282d5fe3e5b,0.0
281,8ad6f52bd6e75db2591cdfa2e0825592c5126b24,396.68500000000006
282,2a8433d61a278c8c517278e2a928965b93917dbb,0.0
283,3df05c7a16520c0b6ee3bff020b1db3254d30a89,437.731
284,4ce4f5193c8b0d8535c598dc25228443fd844587,575.9680000000001
285,db529d5e8a4f8e796f838c1890af2633fc3c1f8e,481.95799999999997
286,95d456930262780ab8fedbaf728a56e27d20f94a,457.522
287,a213772281a825371e92702426333e276b4829c1,445.79899999999986
288,703edcd24769d5689a226e79ca67ad6e8058f0f7,0.0
289,4c04c61d4ac7ef0069100f0c0928f74912903374,550.5119999999998
290,70a9b7a6651ae35fb5b2d5a43437efce3d197b48,0.0
291,54516dd9e6563779a873da6b30c7d555c4266393,437.54899999999986
292,63bde33ebe9ad0fc963525afddcdcc9c08a6dfd6,524.8990000000001
293,80e055b7127d349877046be5cd73e00c4b32a50e,429.492
294,0bfb81fc02435247ec231ae57e63a32cd40fb6ec,426.45500000000015
295,45a1bbb07d55d1fb8a5ab2308ce2dbb6327a4fac,0.0
296,ea318e796ac368e5dff6ce8dcc96f1fcd4bc3b69,431.7760000000002
297,e06deaa01aef16d9d8f7c899866739286613cfd0,430.86699999999985
298,ff05e5229f273a2f8a6cbb5bbb257f13ef7eb7fb,491.80200000000013
299,5d0127d96fada25b0b7c0a592ffb3381ecfbc2a0,490.6110000000001
300,92b7e60904819773f82f0f53960c37ca2b144d39,0.0
301,1a84b93ca575062c006125529be406acef6ae975,568.224
302,23007cce9ebcfc405f7936f0ad632b0f038dd36f,0.0
303,7de403d4429cc1c870a8a14a4f2bc7a7df154ab4,720.9809999999998
304,d95f5ffe92b5ed584c03c94f4006e4a1af54cab9,445.2049999999999
305,8f8b07b4cd6b1833b394cc3adca1f8b13db9394b,592.9790000000003
306,870d15b8fe8132117039bba265a0e415674fb23d,487.79400000000015
307,b7f36943efe5e73389119254ce1d6def2cc46dd9,782.3419999999996
308,ee16cee0bc3e5136e8448f79193c3ea6c1380701,471.0310000000002
309,4c7cff8ef530f8e4255f49d55795c219c90956fe,441.95100000000036
310,aa63334a3db63e435c6026324cad73f7a695580c,441.0290000000001
311,9fb848ee57eb4463467ceb4776f8f75d8d9bc46a,437.1780000000001
312,626b48441bc0842e88eb5c8b24ca22f4587ccb3f,0.0
313,e0173a40a983e936c98ade21106765baba4b6509,642.1960000000004
314,a16a9720ced18d87e8da25fa6150236040dd989f,0.0
315,534a5ccc36206d81a5eb180e3b44728ee99d93cc,482.08100000000036
316,1aede9a35ae44485c71fa99918fd09aee7b96d1a,414.27299999999997
317,c671bb87e11ca791a91cfc65c12fee69df60a1a5,437.5269999999998
318,9f087def7c4ed4e75cc003afdb892580ff9836ec,634.7429999999999
319,40ff1e8dd8dab68f30b79a1be7de5f5caf866b22,542.4840000000002
320,1dffabe7887ad7774f308121a4c44e59e7c84733,479.0979999999998
321,996e46fded242b44525926fb1b068a12237463cb,0.0
322,67a1c4628edeb0b7d18d79c1aae2305afcf43a78,671.224
323,2c093c320ca1efdf66915d4e1ce0276cf790b52b,573.5269999999997
324,db8a097f3c3c131f6ebd18827ea877aa73a5786f,480.8369999999999
325,02056e28e3f24e8cfcc2ad918fa039b8652b22c4,525.7870000000001
326,9d0b2b0f07524167fbdd793161ef41c85991ed78,0.0
327,d11819fba8598143e712d2a5cc30c0943700cbfa,427.4329999999999
328,3044dcdbcac79761ee39d007357e199993672243,583.156
329,72b3b2d8b0e28ced371eb02557d32c6781c9a911,417.4110000000001
330,6d8eb423dfa4dd6603107f22bf47d3c9d4ee45c4,407.24899999999985
331,4758fbb0014058cf39b14f5a3da28a8c783f544f,0.0
332,879880729332b833c5d999f9798315df91a09b6f,0.0
333,eb52cfbb9539b3df4f9da8e5c7c2048ff2740a2a,469.82500000000016
334,c0b55225415b1e0500c89c89d77bfa7f2cbdb628,424.80299999999994
335,0490b06999ff7bd55c3450e763c5bbe1e063e8ba,0.0
336,6f699cc51c36bdd17d1ed85f157da410b4f08c81,637.1250000000001
337,422b704b182db98fbad9ef42305450262faed770,432.536
338,ec09ff99813b44b59884229cfbc73487c2189b62,417.5529999999997
339,e8f114fa76becc281dd7a4a7635ff20237ce07a7,449.00000000000017
340,4c598ec0e87d00ca4e493a205015e6b62ec03876,464.483
341,5ddfb5290da0896a8333895230a2cf9981afd5cc,453.6880000000001
342,260e8c3d95203295bb59c8900c015fd54ebfb6aa,496.13199999999995
343,b1668db825d86ca7fdbc216a6db45dc4d9aeca04,0.0
344,0b50e2e922e6adcfba9f0ecf11ec687bb115eedf,0.0
345,d9b157c693c6ffd849736d4cf2d2c8beb0e7f649,451.30400000000003
346,3cb6e684ddf67cf30c2d8219862cac45698e72c2,512.6279999999998
347,23b856821be006a7b9243616d292267cb33c238c,434.13599999999985
348,298e708ed1b70160081078841f06a8275977c202,0.0
349,cc281b8cea7b5f4e712a44e04fa59b7c20f4cd4e,470.84200000000027
350,234aa8f4c45f5e41525896f9769efb1bce1af2cd,0.0
351,dd3217817b1f24c789d09e68c5244e71e215d0e4,533.0049999999999
352,302ed7aecc4d399aa51269e8aeb3ca5ae8d5f84d,440.57700000000017
353,1798818f9f29b837aa5d16c706d2cee37adacb4f,458.9279999999999
354,d6c84b684e1920613c3fe86973764bc9cadf5fdc,0.0
355,5d64bb76139ef9d3e495c0c2133d9920a85fa309,0.0
356,ab931c6836c180db71f1270edd6d7bff1308c4a6,421.189
357,226e439a30c9e22a19847a52703de2d5ba8f84a1,436.15599999999984
358,d17a817abbd7212c5b85e34749ea83c566bd7722,0.0
359,3243a0beb2215367deb36de2ff9563d640883cad,0.0
360,3b2ef94964ac055274c592bc59564e59639b5d03,485.5479999999997
361,7d61978f6ef45ac3921b672921d1d97614c3433d,588.815
362,beaca6729e86a7c795c498b6e25250ea891a48b8,0.0
363,92a20f2ba9e6acfebd78872dee9db3a5938976ff,0.0
364,bc58c3d366d4b7e9c243a548cb751e8e533b4b32,431.99500000000006
365,34710c677757dd60bf2b987d9d88168d47ff489c,453.4040000000001
366,19164ed50e680c3a2540da61a6511e41a129f63c,768.198
367,22969a21462062ec4859a24a3fd8f90a944cf666,467.48699999999997
368,d8667562160e206864f00c711711239fe730339c,409.19800000000015
369,4205f0e3f0e2cc1dbfadf39abfd026d6e94e6417,412.38700000000017
370,d7357cae59d62a3ab8dad91a33467c203de15630,478.9469999999999
371,748118dca277c81c45d063e06108347622756f60,0.0
372,5ed08f302065e80f21e75e0bf0cb9ec3a0e26650,0.0
373,9a4e0a98e0911cf6e50ae79e1efe2bdd55478345,0.0
374,4300eb0e3c525e1b33085c72ad0758e1ed096ad7,534.04
375,4d687faf193855d960b4c0140d83daec79342250,477.7709999999998
376,d1858d11b82fc1f76f5db44b9d305195f4d7a859,441.47400000000016
377,85e7211f5b3026f1f20491c7235b5aefbf698c38,418.16799999999995
378,8b512acad845df7958024f9f7d0e25ee9ca63950,0.0
379,19f9426b3ab192f8082e4c267f0674169bf03c49,479.94200000000006
380,3ffea98ecb3ba33d1c35f91f69532196254d320b,437.4970000000001
381,5be7c442923ad05cd960db63eb07e6db831ee770,454.5900000000002
382,157abdc1514490d54d795223e37797546b08f1d2,584.563
383,9470d6424eeaa6400075a611c8a9ee811bd17481,458.8579999999999
384,b792c9b3b0209af4e1c28f7603c0b611a5350767,0.0
385,4abe1cfb874516bb7410bbe500e4ca00c5498c1a,408.0469999999999
386,a36ac52e4c160840f623058e129c165a3e4e14ea,0.0
387,9d8d5916a877657cbdab005ce884da843c6a5794,428.93199999999996
388,62025ee0ca1dc9292cf2aa25bbfab7621239af8a,0.0
389,8417148aa6a61c3d7195d0882c033e0ca4feac8a,422.25700000000006
390,afc8c322ba7cf046a637ae59cd3b14954ab7676c,504.052
391,4eb963b67b233672f6913970e55cadc69fd0f7c1,428.027
392,8946aace137c8b101a3cd8446768b169ad5d8287,472.55499999999984
